"tokenid","total_score","residential_score","commercial_score","industrial_score","residential_boost","commercial_boost","industrial_boost","residential_buildings","commercial_buildings","industrial_buildings","public_buildings","launcher","crossing_type","color_scheme","gradient_direction","hospital","police station","fire station","football stadium","baseball stadium","soccer stadium","wind farm","solar farm","nuclear power plant","metroverse theatre","metroverse museum","metcinema","rocket launch site","crypto mining facility","unbelievaltable","rail-x-rail","river-x-river","neo tokyo throne","etherorcs battle arena","karafuru vending machine","terra attack launcher","omni attack launcher","plasma attack launcher","metro attack launcher","terra shield launcher","omni shield launcher","plasma shield launcher","metro shield launcher","terra boost launcher","omni boost launcher","plasma boost launcher","metro boost launcher"
"12057","247","80","36","95","0.16","0.15","0.13","10","6","9","6","Terra Shield Launcher","rail-x-street","20","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"12058","342","89","102","151","0.14","0.14","0.07","10","10","13","4","0","street-x-river","100","80",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12059","310","70","86","154","0.16","0.16","0.04","6","9","16","5","0","street-x-street","160","140",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12060","327","102","91","134","0.2","0.2","0.07","10","8","11","6","0","street-x-rail","80","60",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12061","296","106","114","76","0.18","0.17","0.09","12","10","8","4","0","street-x-rail","-160","0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12062","279","118","54","107","0.16","0.16","0.09","13","7","11","4","0","rail-x-river","-40","-60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12063","290","50","109","95","0.11","0.11","0.07","8","14","13","3","Terra Shield Launcher","river-x-street","-80","-100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"12064","294","70","124","100","0.09","0.09","0.18","9","10","10","5","0","rail-x-rail","-40","-60",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12065","348","122","152","74","0.16","0.15","0.04","11","13","8","4","0","street-x-river","-60","-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12066","247","94","82","71","0.07","0.07","0.09","12","9","9","4","0","rail-x-street","80","60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12067","327","89","118","120","0.11","0.1","0.03","11","11","13","3","0","rail-x-street","-80","-100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12068","298","96","115","87","0.08","0.08","0.07","12","11","8","2","0","rail-x-rail","160","140",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12069","304","97","120","87","0.18","0.17","0.07","9","12","8","5","0","street-x-street","40","20",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12070","297","90","78","129","0.15","0.15","0.08","11","7","12","4","0","rail-x-street","140","120",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12071","338","136","88","114","0.07","0.07","0.04","14","10","11","2","0","street-x-rail","20","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12072","324","59","115","114","0.14","0.13","0.03","7","10","10","4","Omni Boost Launcher","river-x-street","-60","-80",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"12073","277","89","54","134","0.19","0.18","0.08","12","9","14","5","0","river-x-street","-120","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12074","320","100","105","115","0.26","0.26","0.22","10","10","10","6","0","street-x-street","160","140",1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12075","330","99","121","110","0.15","0.14","0.04","12","12","12","4","0","river-x-street","100","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12076","311","89","129","93","0.13","0.13","0.09","12","11","11","3","0","rail-x-rail","20","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12077","322","120","71","95","0.13","0.13","0.04","14","8","9","4","Metro Shield Launcher","rail-x-river","-20","-40",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"12078","317","84","161","72","0.19","0.19","0.13","10","13","9","5","0","street-x-street","-160","-180",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12079","283","67","140","76","0.28","0.26","0.12","8","12","9","6","0","street-x-street","40","0",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12080","288","60","84","108","0.2","0.19","0.07","8","9","9","5","Plasma Attack Launcher","street-x-street","160","140",0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12081","305","117","96","92","0.24","0.23","0.11","10","9","11","6","0","street-x-rail","100","80",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12082","326","91","153","82","0.26","0.25","0.12","8","12","8","7","0","street-x-street","-180","160",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12083","306","71","177","22","0.17","0.16","0.03","11","14","4","5","Metro Boost Launcher","rail-x-river","-80","-100",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12084","282","85","80","117","0.15","0.14","0.05","10","9","14","4","0","street-x-rail","-20","-40",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12085","330","90","110","130","0.15","0.14","0.04","10","10","10","4","0","street-x-street","-100","0",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12086","342","87","82","173","0.08","0.08","0.05","11","9","12","2","0","street-x-street","-160","-180",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12087","286","114","78","58","0.05","0.05","0","13","10","8","2","Metro Boost Launcher","river-x-rail","-40","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12088","302","84","93","125","0.25","0.24","0.17","8","10","11","6","0","rail-x-street","80","60",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12089","343","104","124","115","0.19","0.19","0.13","10","9","13","5","0","rail-x-rail","-60","-80",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12090","320","96","128","96","0.1","0.1","0.03","12","9","10","3","0","river-x-street","-60","-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12091","272","69","85","118","0.12","0.12","0.08","8","11","13","3","0","rail-x-rail","120","100",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12092","281","146","75","60","0.22","0.21","0.07","15","7","8","6","0","rail-x-rail","0","-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12093","320","137","88","95","0.07","0.07","0.04","14","8","14","2","0","river-x-street","-120","-140",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12094","320","94","60","130","0.17","0.16","0.09","11","7","12","4","Terra Attack Launcher","street-x-rail","-120","-140",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12095","286","57","136","93","0.23","0.22","0.09","7","12","7","6","0","street-x-street","-100","-120",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12096","320","123","78","119","0.15","0.15","0.09","12","10","10","4","0","rail-x-rail","-120","-140",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12097","306","115","124","67","0.17","0.17","0.19","14","12","6","5","0","street-x-street","-160","-180",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12098","297","82","116","99","0.1","0.1","0.09","11","13","12","4","0","street-x-street","0","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12099","299","49","108","106","0.11","0.1","0","7","13","10","3","Terra Boost Launcher","street-x-street","-60","-80",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12100","292","90","88","114","0.1","0.1","0.05","12","9","14","3","0","rail-x-river","100","80",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12101","295","106","112","77","0.17","0.17","0.09","11","13","8","5","0","river-x-rail","-40","-60",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12102","308","108","111","89","0.14","0.14","0.08","12","13","10","4","0","street-x-rail","-160","-180",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12103","367","130","119","118","0.15","0.14","0.09","11","12","8","5","0","street-x-street","0","-20",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12104","283","67","106","110","0.2","0.19","0.09","10","10","12","5","0","street-x-rail","120","0",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12105","322","75","147","64","0.15","0.15","0.09","7","12","8","4","Plasma Shield Launcher","street-x-river","-60","-80",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"12106","279","68","83","92","0.2","0.19","0.14","10","11","7","4","Plasma Shield Launcher","rail-x-street","60","40",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"12107","291","48","107","136","0.19","0.19","0.09","7","6","14","5","0","street-x-rail","-180","160",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12108","327","119","83","125","0.16","0.16","0.13","14","9","8","4","0","street-x-street","-180","160",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12109","370","74","188","108","0.18","0.18","0.09","6","13","7","5","0","river-x-street","120","100",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12110","265","101","70","94","0.11","0.11","0.07","12","7","12","3","0","street-x-street","-60","-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12111","319","78","77","164","0.05","0.04","0","10","8","14","1","0","rail-x-rail","-160","-180",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12112","284","95","120","69","0.16","0.16","0.09","11","11","8","6","0","river-x-rail","120","0",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12113","310","116","111","83","0.18","0.17","0.07","11","11","9","5","0","river-x-river","160","140",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12114","282","80","134","68","0.13","0.12","0.09","8","10","9","4","0","street-x-river","120","100",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12115","290","110","37","143","0.15","0.14","0.09","11","5","14","5","0","river-x-rail","-60","-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12116","303","98","126","79","0.14","0.14","0.12","12","10","8","5","0","rail-x-street","-80","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12117","303","52","113","102","0.13","0.12","0.06","9","9","8","3","Omni Attack Launcher","rail-x-rail","0","-20",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12118","292","111","119","62","0.26","0.25","0.13","11","9","7","6","0","street-x-street","-100","-120",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12119","315","107","112","96","0.13","0.13","0.1","12","11","10","3","0","street-x-rail","140","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12120","319","76","120","87","0.14","0.14","0.15","8","9","11","4","Metro Boost Launcher","rail-x-street","-140","-160",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12121","332","123","115","94","0.1","0.1","0.07","12","10","10","3","0","street-x-river","-20","-40",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12122","306","82","93","131","0.14","0.14","0.09","8","10","17","4","0","street-x-street","-100","-120",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12123","354","82","110","162","0.05","0.05","0.05","10","12","13","1","0","street-x-street","60","40",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12124","320","98","93","129","0.25","0.25","0.18","10","10","9","6","0","river-x-rail","20","0",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12125","266","133","46","87","0.19","0.18","0.14","13","5","10","7","0","rail-x-street","40","20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12126","298","74","101","87","0.18","0.17","0.09","10","9","11","4","Omni Shield Launcher","street-x-rail","-120","-140",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12127","271","100","81","90","0.2","0.2","0.13","10","10","6","5","0","street-x-street","-100","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12128","280","85","36","123","0.17","0.17","0.14","9","4","12","4","Plasma Attack Launcher","street-x-street","80","60",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12129","331","59","110","162","0.15","0.14","0.04","6","11","15","4","0","street-x-street","140","120",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12130","278","124","100","54","0.3","0.29","0.12","15","9","6","8","0","river-x-street","-40","-60",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12131","286","60","66","160","0.11","0.11","0.05","10","9","12","3","0","rail-x-river","-160","-180",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12132","301","131","94","76","0.2","0.19","0.07","12","9","8","5","0","rail-x-rail","40","20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12133","306","49","97","160","0.02","0.02","0","7","13","14","1","0","street-x-rail","-120","0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12134","329","68","122","103","0.12","0.12","0.09","9","10","11","3","Omni Boost Launcher","street-x-street","-140","-160",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"12135","319","102","116","101","0.21","0.2","0.14","8","10","10","6","0","rail-x-river","-80","0",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12136","367","124","114","129","0.14","0.14","0.08","9","13","13","4","0","rail-x-street","-60","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12137","299","86","96","117","0.21","0.2","0.1","9","11","11","5","0","river-x-river","-140","-160",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12138","303","103","75","89","0.07","0.07","0.1","13","7","11","3","Plasma Boost Launcher","rail-x-rail","-80","-100",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"12139","277","110","116","51","0.25","0.24","0.09","10","11","9","7","0","rail-x-street","80","60",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12140","311","107","80","88","0.18","0.17","0.09","10","8","8","6","Metro Boost Launcher","street-x-street","-80","-100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12141","291","124","120","47","0.29","0.28","0.17","11","10","5","7","0","river-x-street","80","60",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12142","299","72","156","71","0.2","0.19","0.08","10","11","8","5","0","rail-x-street","120","0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12143","267","130","95","42","0.13","0.12","0.1","12","8","7","5","0","river-x-rail","20","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12144","295","87","94","78","0.16","0.15","0.05","8","11","11","4","Metro Attack Launcher","rail-x-street","100","80",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"12145","296","124","100","72","0.16","0.16","0.04","10","11","12","5","0","rail-x-street","120","100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12146","314","105","113","96","0.21","0.2","0.12","11","7","9","5","0","river-x-street","100","80",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12147","284","101","87","96","0.15","0.15","0.11","10","11","12","4","0","rail-x-rail","-120","-140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12148","364","114","118","132","0.08","0.08","0","10","9","12","3","0","street-x-rail","-60","-80",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12149","336","96","106","98","0.1","0.1","0.09","9","10","9","2","Omni Attack Launcher","river-x-rail","140","0",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12150","248","100","31","81","0.19","0.18","0.08","14","5","8","5","Metro Shield Launcher","rail-x-rail","-160","-180",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"12151","271","69","59","107","0.17","0.16","0.18","8","5","9","6","Plasma Attack Launcher","river-x-rail","0","-20",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12152","322","100","98","124","0.21","0.19","0.05","9","6","10","5","0","river-x-street","100","80",1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12153","314","56","90","132","0.07","0.07","0.04","7","11","14","2","Metro Boost Launcher","street-x-street","60","40",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12154","292","81","65","146","0.1","0.1","0.07","9","7","17","3","0","street-x-rail","100","80",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12155","299","102","145","52","0.04","0.04","0.1","11","9","7","3","0","rail-x-river","-100","-120",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12156","319","109","69","105","0.1","0.09","0","12","8","10","3","Metro Shield Launcher","street-x-street","0","-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"12157","299","92","120","87","0.15","0.14","0.03","10","12","8","4","0","street-x-rail","0","0",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12158","286","104","85","97","0.22","0.21","0.09","11","8","10","6","0","river-x-river","-40","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12159","299","90","45","164","0.16","0.16","0.09","8","6","14","4","0","river-x-street","120","100",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12160","269","78","46","145","0.24","0.23","0.15","9","4","15","5","0","street-x-rail","120","100",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12161","314","71","157","86","0.08","0.07","0.05","10","11","7","3","0","street-x-rail","40","20",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12162","311","102","103","106","0.17","0.17","0.12","13","9","9","4","0","street-x-street","-80","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12163","323","105","58","160","0.1","0.1","0.04","10","7","14","3","0","street-x-street","100","0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12164","269","71","115","83","0.17","0.17","0.07","10","12","10","5","0","street-x-rail","-40","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12165","278","82","86","110","0.2","0.2","0.13","9","9","13","5","0","river-x-street","-140","-160",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12166","280","114","97","69","0.18","0.18","0.1","12","9","10","5","0","river-x-street","80","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12167","277","109","112","56","0.16","0.15","0.05","11","10","8","4","0","street-x-rail","-40","-60",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12168","300","107","77","116","0.08","0.08","0.05","11","8","10","2","0","rail-x-river","-120","-140",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12169","294","76","88","130","0.05","0.05","0.11","7","9","12","3","0","rail-x-street","40","0",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12170","317","89","64","128","0.07","0.07","0.04","12","6","15","2","Metro Shield Launcher","rail-x-rail","140","120",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"12171","318","68","83","131","0.23","0.23","0.16","8","8","12","6","Omni Attack Launcher","street-x-street","-100","-120",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12172","269","87","60","86","0.15","0.14","0.1","9","7","13","5","Metro Boost Launcher","street-x-street","-140","-160",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12173","307","68","109","130","0.19","0.18","0.12","6","13","11","6","0","rail-x-rail","-100","-120",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12174","290","91","108","55","0.15","0.15","0.08","10","13","8","4","Plasma Boost Launcher","river-x-rail","40","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"12175","315","78","70","131","0.11","0.11","0.08","10","9","15","3","Metro Boost Launcher","street-x-rail","-80","-100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12176","308","83","97","128","0.09","0.08","0.04","9","11","12","2","0","street-x-street","-100","0",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12177","304","94","66","108","0.18","0.18","0.09","10","8","11","5","Metro Boost Launcher","rail-x-river","-100","-120",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12178","289","102","100","87","0.17","0.17","0.08","10","9","11","5","0","street-x-street","160","140",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
