tokenId,price,timestamps,expires_at,listing_date,expire_date,openSeaLink
7602,1.74,1643444328,1646036414,2022-01-29 08:18:48,2022-02-28 08:20:14,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7602
29,1.7,1643443617,1643530112,2022-01-29 08:06:57,2022-01-30 08:08:32,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/29
3080,1.74,1643441189,1643527679,2022-01-29 07:26:29,2022-01-30 07:27:59,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3080
6751,2.5,1643441089,1643700381,2022-01-29 07:24:49,2022-02-01 07:26:21,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6751
5172,1.6,1643440258,1643591368,2022-01-29 07:10:58,2022-01-31 01:09:28,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5172
1114,1.8,1643439453,1646031548,2022-01-29 06:57:33,2022-02-28 06:59:08,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1114
667,2.45,1643439258,1643525749,2022-01-29 06:54:18,2022-01-30 06:55:49,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/667
3391,1.89,1643438937,1646031025,2022-01-29 06:48:57,2022-02-28 06:50:25,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3391
4496,1.79,1643438882,1646030943,2022-01-29 06:48:02,2022-02-28 06:49:03,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4496
3829,2.2,1643437542,1643612758,2022-01-29 06:25:42,2022-01-31 07:05:58,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3829
8074,1.7,1643437414,1643523906,2022-01-29 06:23:34,2022-01-30 06:25:06,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8074
3353,2.0,1643437169,1643610042,2022-01-29 06:19:29,2022-01-31 06:20:42,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3353
153,1.72,1643436934,1646026449,2022-01-29 06:15:34,2022-02-28 05:34:09,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/153
1468,2.8,1643436466,1646114960,2022-01-29 06:07:46,2022-03-01 06:09:20,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1468
623,1.62,1643435217,1646024920,2022-01-29 05:46:57,2022-02-28 05:08:40,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/623
1882,4.0,1643434333,1646026424,2022-01-29 05:32:13,2022-02-28 05:33:44,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1882
5822,1.82,1643433500,1646111941,2022-01-29 05:18:20,2022-03-01 05:19:01,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5822
3968,1.83,1643430116,1646083401,2022-01-29 04:21:56,2022-02-28 21:23:21,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3968
3357,1.7,1643429200,1646021294,2022-01-29 04:06:40,2022-02-28 04:08:14,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3357
6854,1.8,1643427307,1646019399,2022-01-29 03:35:07,2022-02-28 03:36:39,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6854
6855,4.0,1643427236,1646019330,2022-01-29 03:33:56,2022-02-28 03:35:30,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6855
7971,1.85,1643426808,1646104582,2022-01-29 03:26:48,2022-03-01 03:16:22,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7971
4244,3.0,1643425800,1646068350,2022-01-29 03:10:00,2022-02-28 17:12:30,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4244
6304,2.4,1643425732,1646104202,2022-01-29 03:08:52,2022-03-01 03:10:02,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6304
4747,1.79,1643423308,1643682600,2022-01-29 02:28:28,2022-02-01 02:30:00,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4747
950,2.4,1643423008,1645929187,2022-01-29 02:23:28,2022-02-27 02:33:07,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/950
2031,2.2,1643422048,1646014141,2022-01-29 02:07:28,2022-02-28 02:09:01,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2031
2917,1.75,1643421693,1643508086,2022-01-29 02:01:33,2022-01-30 02:01:26,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2917
8869,1.88,1643421071,1643507554,2022-01-29 01:51:11,2022-01-30 01:52:34,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8869
4982,25.0,1643420667,1643507143,2022-01-29 01:44:27,2022-01-30 01:45:43,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4982
1825,4.7,1643417539,1643676807,2022-01-29 00:52:19,2022-02-01 00:53:27,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1825
7010,1.8,1643416573,1643503050,2022-01-29 00:36:13,2022-01-30 00:37:30,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7010
6289,6.0,1643415713,1643502196,2022-01-29 00:21:53,2022-01-30 00:23:16,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6289
9022,1.8,1643414860,1645942180,2022-01-29 00:07:40,2022-02-27 06:09:40,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9022
7590,1.76,1643414087,1646006178,2022-01-28 23:54:47,2022-02-27 23:56:18,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7590
2813,2.4,1643413802,1643673086,2022-01-28 23:50:02,2022-01-31 23:51:26,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2813
4127,2.99,1643412990,1645823830,2022-01-28 23:36:30,2022-02-25 21:17:10,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4127
8581,2.2,1643408637,1643495117,2022-01-28 22:23:57,2022-01-29 22:25:17,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8581
5128,2.22,1643407838,1643494330,2022-01-28 22:10:38,2022-01-29 22:12:10,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5128
5403,2.0,1643405485,1645928374,2022-01-28 21:31:25,2022-02-27 02:19:34,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5403
6136,2.3,1643404642,1643491118,2022-01-28 21:17:22,2022-01-29 21:18:38,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6136
3260,3.5,1643404295,1643663580,2022-01-28 21:11:35,2022-01-31 21:13:00,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3260
5148,2.3,1643404233,1643663505,2022-01-28 21:10:33,2022-01-31 21:11:45,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5148
6680,2.0,1643403517,1643662810,2022-01-28 20:58:37,2022-01-31 21:00:10,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6680
7305,1.88,1643400220,1643659498,2022-01-28 20:03:40,2022-01-31 20:04:58,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7305
9753,2.2,1643399771,1645645702,2022-01-28 19:56:11,2022-02-23 19:48:22,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9753
785,2.2,1643399365,1645983823,2022-01-28 19:49:25,2022-02-27 17:43:43,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/785
4214,2.85,1643395653,1645958424,2022-01-28 18:47:33,2022-02-27 10:40:24,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4214
3893,2.5,1643394876,1646073371,2022-01-28 18:34:36,2022-02-28 18:36:11,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3893
6899,4.3,1643394191,1645494180,2022-01-28 18:23:11,2022-02-22 01:43:00,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6899
3716,1.98,1643393511,1645487876,2022-01-28 18:11:51,2022-02-21 23:57:56,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3716
7170,2.5,1643392486,1646070977,2022-01-28 17:54:46,2022-02-28 17:56:17,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7170
5813,2.19,1643392190,1643651483,2022-01-28 17:49:50,2022-01-31 17:51:23,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5813
5757,2.19,1643392179,1643651456,2022-01-28 17:49:39,2022-01-31 17:50:56,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5757
8163,2.3,1643391606,1646070093,2022-01-28 17:40:06,2022-02-28 17:41:33,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8163
1960,1.99,1643388810,1645980897,2022-01-28 16:53:30,2022-02-27 16:54:57,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1960
4500,14.0,1643388429,1646066884,2022-01-28 16:47:09,2022-02-28 16:48:04,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4500
5859,2.2,1643386868,1643646107,2022-01-28 16:21:08,2022-01-31 16:21:47,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5859
8743,2.1,1643386674,1643991525,2022-01-28 16:17:54,2022-02-04 16:18:45,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8743
2992,3.99,1643382552,1643527474,2022-01-28 15:09:12,2022-01-30 07:24:34,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2992
5992,3.0,1643379945,1646058431,2022-01-28 14:25:45,2022-02-28 14:27:11,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5992
6645,4.7,1643378546,1646056902,2022-01-28 14:02:26,2022-02-28 14:01:42,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6645
7531,9.5,1643376329,1646054816,2022-01-28 13:25:29,2022-02-28 13:26:56,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7531
2600,2.0,1643375952,1646054434,2022-01-28 13:19:12,2022-02-28 13:20:34,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2600
3342,2.0,1643367141,1643626422,2022-01-28 10:52:21,2022-01-31 10:53:42,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3342
5535,3.66,1643365404,1645818280,2022-01-28 10:23:24,2022-02-25 19:44:40,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5535
5448,3.99,1643364065,1646040477,2022-01-28 10:01:05,2022-02-28 09:27:57,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5448
2859,9.5,1643361304,1646039594,2022-01-28 09:15:04,2022-02-28 09:13:14,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2859
665,7.0,1643361072,1646036231,2022-01-28 09:11:12,2022-02-28 08:17:11,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/665
3851,2.01,1643361001,1643965851,2022-01-28 09:10:01,2022-02-04 09:10:51,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3851
7471,1.88,1643360089,1643964963,2022-01-28 08:54:49,2022-02-04 08:56:03,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7471
8660,1.95,1643359059,1646037552,2022-01-28 08:37:39,2022-02-28 08:39:12,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8660
189,3.0,1643358233,1645983889,2022-01-28 08:23:53,2022-02-27 17:44:49,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/189
7592,2.5,1643357739,1645487621,2022-01-28 08:15:39,2022-02-21 23:53:41,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7592
307,1.88,1643356657,1643615926,2022-01-28 07:57:37,2022-01-31 07:58:46,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/307
7535,9.99,1643355617,1646034108,2022-01-28 07:40:17,2022-02-28 07:41:48,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7535
9278,9.99,1643355356,1646033849,2022-01-28 07:35:56,2022-02-28 07:37:29,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9278
995,8.88,1643350009,1643609289,2022-01-28 06:06:49,2022-01-31 06:08:09,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/995
9959,2.1,1643346980,1646025459,2022-01-28 05:16:20,2022-02-28 05:17:39,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9959
8329,4.52,1643346169,1646024657,2022-01-28 05:02:49,2022-02-28 05:04:17,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8329
77,4.2,1643344891,1646023374,2022-01-28 04:41:31,2022-02-28 04:42:54,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/77
3697,420.0,1643344652,1646023131,2022-01-28 04:37:32,2022-02-28 04:38:51,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3697
7332,2.55,1643343057,1643947944,2022-01-28 04:10:57,2022-02-04 04:12:24,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7332
8417,2.1,1643339959,1645856338,2022-01-28 03:19:19,2022-02-26 06:18:58,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8417
6047,2.0,1643339929,1645856216,2022-01-28 03:18:49,2022-02-26 06:16:56,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6047
1828,2.0,1643338209,1643871797,2022-01-28 02:50:09,2022-02-03 07:03:17,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1828
4801,12.0,1643337965,1645729545,2022-01-28 02:46:05,2022-02-24 19:05:45,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4801
4752,1.99,1643334297,1643507145,2022-01-28 01:44:57,2022-01-30 01:45:45,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4752
8527,2.0,1643331253,1645748905,2022-01-28 00:54:13,2022-02-25 00:28:25,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8527
5522,2.5,1643329747,1645488247,2022-01-28 00:29:07,2022-02-22 00:04:07,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5522
6998,2.3,1643327627,1643932506,2022-01-27 23:53:47,2022-02-03 23:55:06,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6998
935,13.5,1643319451,1645997092,2022-01-27 21:37:31,2022-02-27 21:24:52,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/935
5147,2.47,1643319070,1645997562,2022-01-27 21:31:10,2022-02-27 21:32:42,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5147
6506,1.99,1643318995,1645997487,2022-01-27 21:29:55,2022-02-27 21:31:27,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6506
2590,1.91,1643318806,1645997297,2022-01-27 21:26:46,2022-02-27 21:28:17,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2590
3092,2.88,1643318701,1645997193,2022-01-27 21:25:01,2022-02-27 21:26:33,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3092
6685,1.88,1643318657,1645997148,2022-01-27 21:24:17,2022-02-27 21:25:48,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6685
5499,3.44,1643318534,1645997022,2022-01-27 21:22:14,2022-02-27 21:23:42,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5499
6419,2.0,1643318018,1645833618,2022-01-27 21:13:38,2022-02-26 00:00:18,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6419
9765,5.25,1643317574,1645996067,2022-01-27 21:06:14,2022-02-27 21:07:47,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9765
9413,1.9,1643316721,1645860307,2022-01-27 20:52:01,2022-02-26 07:25:07,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9413
9138,2.5,1643316184,1643587059,2022-01-27 20:43:04,2022-01-30 23:57:39,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9138
795,4.17,1643314867,1643919752,2022-01-27 20:21:07,2022-02-03 20:22:32,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/795
3550,1.89,1643314395,1645992887,2022-01-27 20:13:15,2022-02-27 20:14:47,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3550
2260,5.0,1643314042,1645992531,2022-01-27 20:07:22,2022-02-27 20:08:51,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2260
1718,1.8,1643312967,1643571907,2022-01-27 19:49:27,2022-01-30 19:45:07,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1718
6727,2.0,1643312487,1645856315,2022-01-27 19:41:27,2022-02-26 06:18:35,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6727
536,5.0,1643308638,1645313746,2022-01-27 18:37:18,2022-02-19 23:35:46,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/536
9412,2.0,1643308110,1645986600,2022-01-27 18:28:30,2022-02-27 18:30:00,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9412
2704,4.0,1643307544,1645984004,2022-01-27 18:19:04,2022-02-27 17:46:44,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2704
7152,1.99,1643306947,1645935634,2022-01-27 18:09:07,2022-02-27 04:20:34,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7152
2364,1.8,1643306480,1645984973,2022-01-27 18:01:20,2022-02-27 18:02:53,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2364
5747,333.0,1643305843,1658944164,2022-01-27 17:50:43,2022-07-27 17:49:24,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5747
456,2.5,1643304802,1645983283,2022-01-27 17:33:22,2022-02-27 17:34:43,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/456
9028,3.5,1643302377,1645980869,2022-01-27 16:52:57,2022-02-27 16:54:29,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9028
5121,3.5,1643302346,1645980830,2022-01-27 16:52:26,2022-02-27 16:53:50,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5121
2958,1.99,1643302268,1645891393,2022-01-27 16:51:08,2022-02-26 16:03:13,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2958
464,1.98,1643299466,1645977936,2022-01-27 16:04:26,2022-02-27 16:05:36,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/464
7000,1.87,1643296960,1645826895,2022-01-27 15:22:40,2022-02-25 22:08:15,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7000
2448,2.38,1643296940,1645975408,2022-01-27 15:22:20,2022-02-27 15:23:28,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2448
8924,2.1,1643296298,1645974782,2022-01-27 15:11:38,2022-02-27 15:13:02,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8924
5988,2.5,1643295775,1643555058,2022-01-27 15:02:55,2022-01-30 15:04:18,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5988
2879,22.0,1643293454,1645971885,2022-01-27 14:24:14,2022-02-27 14:24:45,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2879
6568,3.5,1643292395,1643551685,2022-01-27 14:06:35,2022-01-30 14:08:05,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6568
6191,3.6,1643291045,1643895918,2022-01-27 13:44:05,2022-02-03 13:45:18,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6191
7142,2.58,1643288654,1645967132,2022-01-27 13:04:14,2022-02-27 13:05:32,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7142
9633,2.21,1643285558,1643890427,2022-01-27 12:12:38,2022-02-03 12:13:47,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9633
2644,2.5,1643285242,1643544529,2022-01-27 12:07:22,2022-01-30 12:08:49,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2644
9687,22.2,1643280232,1643539461,2022-01-27 10:43:52,2022-01-30 10:44:21,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9687
1008,10.0,1643275877,1645954364,2022-01-27 09:31:17,2022-02-27 09:32:44,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1008
4269,2.0,1643274886,1643879772,2022-01-27 09:14:46,2022-02-03 09:16:12,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4269
1342,3.5,1643273219,1645951712,2022-01-27 08:46:59,2022-02-27 08:48:32,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1342
4081,5.0,1643272244,1643876824,2022-01-27 08:30:44,2022-02-03 08:27:04,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4081
2665,17.0,1643262019,1645940148,2022-01-27 05:40:19,2022-02-27 05:35:48,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2665
5374,4.0,1643261694,1645940158,2022-01-27 05:34:54,2022-02-27 05:35:58,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5374
8998,3.88,1643260428,1645497169,2022-01-27 05:13:48,2022-02-22 02:32:49,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8998
2187,2.2,1643259730,1645938195,2022-01-27 05:02:10,2022-02-27 05:03:15,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2187
3682,2.0,1643259658,1645938152,2022-01-27 05:00:58,2022-02-27 05:02:32,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3682
3086,2.2,1643259636,1645938131,2022-01-27 05:00:36,2022-02-27 05:02:11,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3086
8431,1.98,1643255089,1645583275,2022-01-27 03:44:49,2022-02-23 02:27:55,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8431
8672,2.5,1643254860,1645933343,2022-01-27 03:41:00,2022-02-27 03:42:23,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8672
7873,1.99,1643254303,1643533079,2022-01-27 03:31:43,2022-01-30 08:57:59,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7873
8567,1.94,1643249691,1645928143,2022-01-27 02:14:51,2022-02-27 02:15:43,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8567
6782,150.0,1643243655,1645922146,2022-01-27 00:34:15,2022-02-27 00:35:46,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6782
8282,2.2,1643241924,1645814257,2022-01-27 00:05:24,2022-02-25 18:37:37,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8282
5165,2.2,1643238792,1645917285,2022-01-26 23:13:12,2022-02-26 23:14:45,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5165
4884,2.2,1643236757,1645915250,2022-01-26 22:39:17,2022-02-26 22:40:50,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4884
3040,2.5,1643235789,1645914286,2022-01-26 22:23:09,2022-02-26 22:24:46,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3040
1496,2.1,1643231953,1643836728,2022-01-26 21:19:13,2022-02-02 21:18:48,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1496
6162,1.869,1643231944,1645910438,2022-01-26 21:19:04,2022-02-26 21:20:38,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6162
6036,3.2,1643231709,1645547105,2022-01-26 21:15:09,2022-02-22 16:25:05,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6036
7562,2.9,1643229378,1645907872,2022-01-26 20:36:18,2022-02-26 20:37:52,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7562
5990,2.9,1643229308,1645907803,2022-01-26 20:35:08,2022-02-26 20:36:43,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5990
9175,3.9,1643229237,1645907704,2022-01-26 20:33:57,2022-02-26 20:35:04,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9175
1758,2.0,1643229223,1645907643,2022-01-26 20:33:43,2022-02-26 20:34:03,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1758
1564,2.1,1643227284,1643486542,2022-01-26 20:01:24,2022-01-29 20:02:22,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1564
5648,1.95,1643220993,1645852703,2022-01-26 18:16:33,2022-02-26 05:18:23,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5648
